03:14:00 | EWY TERREMOTO ALZA | CUSUM: subiendo fuerte +5.89% px 175.70
13:34:23 | 🧱🚀 SPIKE PUTS MU | SPIKE de puts en MU EN EL MURO 1000: 6 mil contratos, 3 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES s/d — default ACCIONES
13:35:04 | 🚀 SPIKE PUTS AVGO | SPIKE de puts en AVGO: 2 mil contratos, 8 veces su ritmo. Panico vendedor — rebote al alza, probabilidad 88. OPCIONES VETADAS spread 10% — acciones/ETF
13:35:05 | 🔄 GIRO A PUTS AVGO | AVGO girando a puts: ratio 0.51 desde 0.38
13:35:08 | 🎈 BB REBOTE | GOOGL reventó la banda ABAJO y re-entró en 319.96. Elastico: rebote hacia la media 320.35 si imprime — chico y seguro. prob medida 68 por ciento (n=197). OPCIONES VETADAS spread 7% — usar ACCIONES o ETF apalancado
13:35:08 | 🎈 BB REBOTE | NOK reventó la banda ABAJO y re-entró en 9.91. Elastico: rebote hacia la media 9.94 si imprime — chico y seguro. prob medida 72 por ciento (n=205). OPCIONES VETADAS spread 6% — usar ACCIONES o ETF apalancado
13:37:08 | 🎈 BB REBOTE | WDC reventó la banda ABAJO y re-entró en 565.61. Elastico: rebote hacia la media 566.98 si imprime — chico y seguro. prob medida 72 por ciento (n=204). [post-squeeze: el fade mejora +11 medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
13:37:08 | 🎈 BB REBOTE | STX reventó la banda ABAJO y re-entró en 924.55. Elastico: rebote hacia la media 925.70 si imprime — chico y seguro. prob medida 72 por ciento (n=209). [post-squeeze: el fade mejora +11 medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
13:38:08 | 🎈 BB REBOTE | SMH reventó la banda ABAJO y re-entró en 578.56. Elastico: rebote hacia la media 580.22 si imprime — chico y seguro. prob medida 66 por ciento (n=188). OPCIONES VETADAS spread 25% — usar ACCIONES o ETF apalancado
13:39:08 | 🎈 BB REBOTE [VETO medido] | QQQ reventó la banda ABAJO y re-entró en 691.53. Elastico: rebote hacia la media 692.69 si imprime — chico y seguro. prob medida 70 por ciento (n=190). [VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES OK (spread 1%)
13:39:08 | 🎈 BB REBOTE | NVDA reventó la banda ABAJO y re-entró en 209.26. Elastico: rebote hacia la media 209.92 si imprime — chico y seguro. prob medida 69 por ciento (n=196). OPCIONES OK (spread 1%)
13:39:09 | 🎈 BB BAND-WALK [MUTED p<55] | GLD camina la banda ABAJO tambien en 5 minutos (371.07). Continuacion probable — NO hacer fade. prob medida 40 por ciento (n=15). OPCIONES s/d (sin cadena fresca) — default ACCIONES
13:41:09 | 🎈 BB BAND-WALK [MUTED p<55] | INTC camina la banda ABAJO tambien en 5 minutos (100.09). Continuacion probable — NO hacer fade. prob medida 31 por ciento (n=13). OPCIONES OK (spread 3%)
13:41:09 | 🎈 BB REBOTE [VETO medido] | AVGO reventó la banda ABAJO y re-entró en 390.83. Elastico: rebote hacia la media 391.79 si imprime — chico y seguro. prob medida 68 por ciento (n=197). [VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES VETADAS spread 6% — usar ACCIONES o ETF apalancado
13:41:09 | 🎈 BB 15m RE-ENTRADA [MUTED p<55] | NFLX reventó la banda 15 minutos ARRIBA y re-entró en 69.09 — elastico mayor, digestion probable. prob medida 0 por ciento (n=7). OPCIONES s/d (sin cadena fresca) — default ACCIONES
13:41:09 | 🎈 BB REBOTE | EWY reventó la banda ABAJO y re-entró en 172.65. Elastico: rebote hacia la media 173.11 si imprime — chico y seguro. prob medida 63 por ciento (n=185). OPCIONES s/d (sin cadena fresca) — default ACCIONES
13:41:09 | 🎈 BB REBOTE [VETO medido] | DRAM reventó la banda ABAJO y re-entró en 58.53. Elastico: rebote hacia la media 58.75 si imprime — chico y seguro. prob medida 61 por ciento (n=186). [VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES VETADAS spread 21% — usar ACCIONES o ETF apalancado
13:41:31 | 🧱🚀 SPIKE PUTS AMZN | SPIKE de puts en AMZN EN EL MURO 235: 8 mil contratos, 13 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES OK (spread 2%)
13:42:09 | 🎈 BB REBOTE | MU reventó la banda ABAJO y re-entró en 995.37. Elastico: rebote hacia la media 998.12 si imprime — chico y seguro. prob medida 65 por ciento (n=202). [post-squeeze: el fade mejora +11 medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
13:43:09 | 🎈 BB REBOTE | MSFT reventó la banda ABAJO y re-entró en 380.96. Elastico: rebote hacia la media 381.25 si imprime — chico y seguro. prob medida 70 por ciento (n=203). OPCIONES OK (spread 3%)
13:44:09 | 🎈 BB REBOTE | TSM reventó la banda ABAJO y re-entró en 416.80. Elastico: rebote hacia la media 417.55 si imprime — chico y seguro. prob medida 68 por ciento (n=203). OPCIONES VETADAS spread 18% — usar ACCIONES o ETF apalancado
13:48:16 | 🧱🚀 SPIKE PUTS GOOGL | SPIKE de puts en GOOGL EN EL MURO 320: 18 mil contratos, 11 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES OK (spread 5%)
13:50:10 | 🎈 BB REBOTE | WDC reventó la banda ARRIBA y re-entró en 567.29. Elastico: reversion corta hacia la media 566.12 si imprime — chico y seguro. prob medida 72 por ciento (n=204). [post-squeeze: el fade mejora +11 medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
13:50:50 | AAPL ALARMA PRECIO | AAPL toco 321.34 (regla: aapl 321.34 up          manual chart 13:40) px=321.3400
13:52:10 | 🎈 BB REBOTE | AMD reventó la banda ARRIBA y re-entró en 535.55. Elastico: reversion corta hacia la media 533.45 si imprime — chico y seguro. prob medida 69 por ciento (n=195). OPCIONES VETADAS spread 14% — usar ACCIONES o ETF apalancado
13:54:00 | 🚀 SPIKE CALLS AMD | SPIKE de calls en AMD: 9 mil contratos, 6 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 60. OPCIONES VETADAS spread 7% — acciones/ETF
13:54:00 | 🔄 GIRO A CALLS AMD | AMD girando a calls: ratio 0.71 desde 1.04
13:54:30 | 🚀 SPIKE CALLS MSFT | SPIKE de calls en MSFT: 10 mil contratos, 21 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 60. OPCIONES OK (spread 2%)
13:54:46 | 🧱🚀 SPIKE PUTS AVGO | SPIKE de puts en AVGO EN EL MURO 390: 2 mil contratos, 3 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES VETADAS spread 9% — acciones/ETF
13:54:46 | 🔄 GIRO A PUTS AVGO | AVGO girando a puts: ratio 0.55 desde 0.42
13:55:10 | 🎈 BB REBOTE [VETO medido] | SPCX reventó la banda ARRIBA y re-entró en 115.76. Elastico: reversion corta hacia la media 115.44 si imprime — chico y seguro. prob medida 69 por ciento (n=205). [post-squeeze: el fade mejora +11 medido; VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES OK (spread 2%)
13:56:10 | 🎈 BB BAND-WALK [MUTED p<55] | TXN camina la banda ABAJO tambien en 5 minutos (280.08). Continuacion probable — NO hacer fade. prob medida 47 por ciento (n=15). OPCIONES VETADAS spread 49% — usar ACCIONES o ETF apalancado
13:59:11 | 🎈 BB BAND-WALK [MUTED p<55] | LRCX camina la banda ABAJO tambien en 5 minutos (317.53). Continuacion probable — NO hacer fade. prob medida 25 por ciento (n=12). OPCIONES VETADAS spread 21% — usar ACCIONES o ETF apalancado
14:01:11 | 🎈 BB BAND-WALK [MUTED p<55] | ASML camina la banda ABAJO tambien en 5 minutos (1793.19). Continuacion probable — NO hacer fade. prob medida 43 por ciento (n=21). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:02:11 | 🎈 BB REBOTE ⭐ | GOOGL reventó la banda ARRIBA y re-entró en 319.62. Elastico: reversion corta hacia la media 319.50 si imprime — chico y seguro. prob medida 68 por ciento (n=197). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 5% — usar ACCIONES o ETF apalancado
14:02:11 | 🎈 BB 15m RE-ENTRADA [MUTED p<55] | INTC reventó la banda 15 minutos ABAJO y re-entró en 99.57 — elastico mayor, digestion probable. prob medida 0 por ciento (n=5). OPCIONES OK (spread 3%)
14:03:11 | 🎈 BB REBOTE ⭐ | AMZN reventó la banda ABAJO y re-entró en 234.29. Elastico: rebote hacia la media 234.31 si imprime — chico y seguro. prob medida 68 por ciento (n=193). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 2%)
14:04:11 | 🎈 BB REBOTE ⭐ | META reventó la banda ABAJO y re-entró en 605.99. Elastico: rebote hacia la media 606.79 si imprime — chico y seguro. prob medida 74 por ciento (n=212). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 5%)
14:05:11 | 🎈 BB BAND-WALK [MUTED p<55] | QCOM camina la banda ABAJO tambien en 5 minutos (168.61). Continuacion probable — NO hacer fade. prob medida 53 por ciento (n=15). OPCIONES VETADAS spread 6% — usar ACCIONES o ETF apalancado
14:05:11 | 🎈 BB BAND-WALK [MUTED p<55] | NOK camina la banda ABAJO tambien en 5 minutos (9.82). Continuacion probable — NO hacer fade. prob medida 50 por ciento (n=16). OPCIONES VETADAS spread 15% — usar ACCIONES o ETF apalancado
14:06:12 | 🎈 BB REBOTE | XLK reventó la banda ABAJO y re-entró en 177.89. Elastico: rebote hacia la media 178.27 si imprime — chico y seguro. prob medida 69 por ciento (n=183). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:07:12 | 🎈 BB REBOTE ⭐ | TSLA reventó la banda ABAJO y re-entró en 321.20. Elastico: rebote hacia la media 321.14 si imprime — chico y seguro. prob medida 70 por ciento (n=200). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 1%)
14:07:12 | 🎈 BB REBOTE [VETO medido] | NFLX reventó la banda ARRIBA y re-entró en 69.31. Elastico: reversion corta hacia la media 69.20 si imprime — chico y seguro. prob medida 77 por ciento (n=202). [VETO z-VWAP estirado: dia de tendencia, 55 por ciento] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:07:12 | 🎈 BB REBOTE | SKHY reventó la banda ABAJO y re-entró en 172.58. Elastico: rebote hacia la media 173.21 si imprime — chico y seguro. prob medida 69 por ciento (n=86). OPCIONES VETADAS spread 9% — usar ACCIONES o ETF apalancado
14:07:12 | 🎈 BB REBOTE [VETO medido] | WDC reventó la banda ABAJO y re-entró en 563.31. Elastico: rebote hacia la media 565.50 si imprime — chico y seguro. prob medida 72 por ciento (n=204). [VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:07:26 | 🧱🚀 SPIKE PUTS QQQ | SPIKE de puts en QQQ EN EL MURO 689: 47 mil contratos, 15 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES OK (spread 1%)
14:07:26 | 🎖 CAPITAN REVIERTE QQQ | QQQ dispara puts tras el climax de calls de AMD MSFT — reversion de mercado probable: piso local, rebote al alza. Los nombres obedecen al capitan.
14:09:12 | 🎈 BB REBOTE | AAPL reventó la banda ABAJO y re-entró en 320.16. Elastico: rebote hacia la media 320.71 si imprime — chico y seguro. prob medida 65 por ciento (n=196). OPCIONES OK (spread 2%)
14:09:12 | 🎈 BB REBOTE | SNDK reventó la banda ABAJO y re-entró en 1662.80. Elastico: rebote hacia la media 1669.58 si imprime — chico y seguro. prob medida 73 por ciento (n=194). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:09:12 | 🎈 BB REBOTE | STX reventó la banda ABAJO y re-entró en 920.37. Elastico: rebote hacia la media 922.64 si imprime — chico y seguro. prob medida 72 por ciento (n=209). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:11:12 | 🎈 BB BAND-WALK [MUTED p<55] | AVGO camina la banda ABAJO tambien en 5 minutos (389.31). Continuacion probable — NO hacer fade. prob medida 46 por ciento (n=22). OPCIONES VETADAS spread 12% — usar ACCIONES o ETF apalancado
14:11:12 | 🎈 BB REBOTE | DRAM reventó la banda ABAJO y re-entró en 58.42. Elastico: rebote hacia la media 58.60 si imprime — chico y seguro. prob medida 61 por ciento (n=186). OPCIONES VETADAS spread 14% — usar ACCIONES o ETF apalancado
14:13:40 | 🔇🚀 SPIKE CALLS (capitan opuesto) AMD | SPIKE de calls en AMD: 9 mil contratos, 3 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 59. OPCIONES s/d — default ACCIONES OJO: QQQ mando flujo de puts hace 6 min — el indice manda, el fade a la baja de AMD puede abortarse
14:13:40 | 🔄 GIRO A CALLS AMD | AMD girando a calls: ratio 0.72 desde 1.03
14:14:09 | 🔇🚀 SPIKE CALLS (capitan opuesto) MSFT | SPIKE de calls en MSFT: 10 mil contratos, 4 veces su ritmo. Climax comprador — rebote a la baja, probabilidad 59. OPCIONES OK (spread 3%) OJO: QQQ mando flujo de puts hace 6 min — el indice manda, el fade a la baja de MSFT puede abortarse
14:14:13 | 🎈 BB REBOTE | TXN reventó la banda ARRIBA y re-entró en 280.71. Elastico: reversion corta hacia la media 280.38 si imprime — chico y seguro. prob medida 67 por ciento (n=187). OPCIONES VETADAS spread 49% — usar ACCIONES o ETF apalancado
14:17:13 | 🎈 BB 15m RE-ENTRADA [MUTED p<55] | NFLX reventó la banda 15 minutos ARRIBA y re-entró en 69.23 — elastico mayor, digestion probable. prob medida 0 por ciento (n=7). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:18:13 | 🎈 BB REBOTE | MSFT reventó la banda ARRIBA y re-entró en 381.35. Elastico: reversion corta hacia la media 381.10 si imprime — chico y seguro. prob medida 70 por ciento (n=203). OPCIONES OK (spread 4%)
14:21:09 | 🔄 GIRO A CALLS TXN | TXN girando a calls: ratio 0.88 desde 1.14
14:21:09 | 🐺 MANADA A CALLS | MANADA A CALLS: 3 tickers en 12 minutos — AMD MSFT TXN . Extremo de mercado, rebote del indice a la baja probable. QQQ 690.71
14:21:16 | 🚀 SPIKE PUTS NFLX | SPIKE de puts en NFLX: 4 mil contratos, 13 veces su ritmo. Panico vendedor — rebote al alza, probabilidad 88. OPCIONES s/d — default ACCIONES
14:24:14 | 🎈 BB REBOTE | NFLX reventó la banda ABAJO y re-entró en 69.00. Elastico: rebote hacia la media 69.23 si imprime — chico y seguro. prob medida 77 por ciento (n=202). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:24:14 | 🎈 BB REBOTE | GLD reventó la banda ABAJO y re-entró en 370.73. Elastico: rebote hacia la media 370.84 si imprime — chico y seguro. prob medida 64 por ciento (n=194). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:26:14 | 🎈 BB REBOTE ⭐ | QQQ reventó la banda ARRIBA y re-entró en 691.05. Elastico: reversion corta hacia la media 690.86 si imprime — chico y seguro. prob medida 70 por ciento (n=190). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 1%)
14:26:14 | 🎈 BB REBOTE ⭐ | SPY reventó la banda ARRIBA y re-entró en 737.25. Elastico: reversion corta hacia la media 737.09 si imprime — chico y seguro. prob medida 72 por ciento (n=213). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 1%)
14:26:14 | 🎈 BB REBOTE ⭐ | MU reventó la banda ARRIBA y re-entró en 992.56. Elastico: reversion corta hacia la media 990.91 si imprime — chico y seguro. prob medida 65 por ciento (n=202). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:26:14 | 🎈 BB REBOTE ⭐ | SMH reventó la banda ARRIBA y re-entró en 576.98. Elastico: reversion corta hacia la media 576.69 si imprime — chico y seguro. prob medida 66 por ciento (n=188). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 20% — usar ACCIONES o ETF apalancado
14:26:14 | 🎈 BB REBOTE [VETO medido] | INTC reventó la banda ARRIBA y re-entró en 99.49. Elastico: reversion corta hacia la media 99.43 si imprime — chico y seguro. prob medida 68 por ciento (n=211). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido; VETO z-VWAP estirado: dia de tendencia, 55 por ciento] OPCIONES OK (spread 3%)
14:26:14 | 🎈 BB REBOTE ⭐ | EWY reventó la banda ARRIBA y re-entró en 173.01. Elastico: reversion corta hacia la media 172.78 si imprime — chico y seguro. prob medida 63 por ciento (n=185). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:26:14 | 🎈 BB REBOTE ⭐ | DRAM reventó la banda ARRIBA y re-entró en 58.59. Elastico: reversion corta hacia la media 58.50 si imprime — chico y seguro. prob medida 61 por ciento (n=186). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 21% — usar ACCIONES o ETF apalancado
14:26:15 | 🎈 BB REBOTE ⭐ | LRCX reventó la banda ARRIBA y re-entró en 318.11. Elastico: reversion corta hacia la media 317.69 si imprime — chico y seguro. prob medida 68 por ciento (n=193). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 17% — usar ACCIONES o ETF apalancado
14:26:38 | 🩸 DIP VETADO | DIP VETADO por valuacion en AAPL: -4.4% desde el high de 5 dias, pero inflada (PEG 2.6).
14:27:04 | 🧱🚀 SPIKE PUTS QQQ | SPIKE de puts en QQQ EN EL MURO 689: 48 mil contratos, 3 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES OK (spread 1%)
14:30:15 | 🎈 BB REBOTE ⭐ | STX reventó la banda ARRIBA y re-entró en 922.08. Elastico: reversion corta hacia la media 919.79 si imprime — chico y seguro. prob medida 72 por ciento (n=209). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:32:15 | 🎈 BB REBOTE ⭐ | TSLA reventó la banda ARRIBA y re-entró en 321.12. Elastico: reversion corta hacia la media 320.87 si imprime — chico y seguro. prob medida 70 por ciento (n=200). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 1%)
14:32:15 | 🎈 BB REBOTE [VETO medido] | AAPL reventó la banda ARRIBA y re-entró en 320.43. Elastico: reversion corta hacia la media 320.25 si imprime — chico y seguro. prob medida 65 por ciento (n=196). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido; VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES OK (spread 4%)
14:33:15 | 🎈 BB REBOTE [VETO medido] | AMD reventó la banda ARRIBA y re-entró en 536.76. Elastico: reversion corta hacia la media 535.54 si imprime — chico y seguro. prob medida 69 por ciento (n=195). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido; VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES VETADAS spread 9% — usar ACCIONES o ETF apalancado
14:33:15 | 🎈 BB REBOTE | GLD reventó la banda ARRIBA y re-entró en 371.11. Elastico: reversion corta hacia la media 370.89 si imprime — chico y seguro. prob medida 64 por ciento (n=194). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:33:16 | 🎈 BB REBOTE [VETO medido] | XLK reventó la banda ARRIBA y re-entró en 178.08. Elastico: reversion corta hacia la media 177.92 si imprime — chico y seguro. prob medida 69 por ciento (n=183). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido; VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:34:06 | 🧱🚀 SPIKE PUTS GOOGL | SPIKE de puts en GOOGL EN EL MURO 320: 19 mil contratos, 24 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES VETADAS spread 5% — acciones/ETF
14:34:16 | 🎈 BB REBOTE | GOOGL reventó la banda ABAJO y re-entró en 319.50. Elastico: rebote hacia la media 319.80 si imprime — chico y seguro. prob medida 68 por ciento (n=197). OPCIONES VETADAS spread 5% — usar ACCIONES o ETF apalancado
14:34:16 | 🎈 BB BAND-WALK | SPCX camina la banda ARRIBA tambien en 5 minutos (117.05). Continuacion probable — NO hacer fade. prob medida 71 por ciento (n=14). OPCIONES OK (spread 4%)
14:36:16 | 🎈 BB REBOTE ⭐ | NVDA reventó la banda ARRIBA y re-entró en 208.50. Elastico: reversion corta hacia la media 208.52 si imprime — chico y seguro. prob medida 69 por ciento (n=196). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 1%)
14:36:16 | 🎈 BB REBOTE | TSM reventó la banda ARRIBA y re-entró en 415.61. Elastico: reversion corta hacia la media 414.93 si imprime — chico y seguro. prob medida 68 por ciento (n=203). OPCIONES VETADAS spread 10% — usar ACCIONES o ETF apalancado
14:36:16 | 🎈 BB REBOTE | ASML reventó la banda ARRIBA y re-entró en 1794.79. Elastico: reversion corta hacia la media 1791.69 si imprime — chico y seguro. prob medida 68 por ciento (n=189). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:36:16 | 🎈 BB REBOTE ⭐ | QCOM reventó la banda ARRIBA y re-entró en 169.27. Elastico: reversion corta hacia la media 169.25 si imprime — chico y seguro. prob medida 69 por ciento (n=182). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 5% — usar ACCIONES o ETF apalancado
14:36:16 | 🎈 BB REBOTE ⭐ | AVGO reventó la banda ARRIBA y re-entró en 390.41. Elastico: reversion corta hacia la media 390.05 si imprime — chico y seguro. prob medida 68 por ciento (n=197). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 6% — usar ACCIONES o ETF apalancado
14:38:16 | 🎈 BB REBOTE | NOK reventó la banda ARRIBA y re-entró en 9.83. Elastico: reversion corta hacia la media 9.82 si imprime — chico y seguro. prob medida 72 por ciento (n=205). OPCIONES VETADAS spread 8% — usar ACCIONES o ETF apalancado
14:40:17 | 🎈 BB REBOTE ⭐ | NVDA reventó la banda ABAJO y re-entró en 208.19. Elastico: rebote hacia la media 208.51 si imprime — chico y seguro. prob medida 69 por ciento (n=196). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 1%)
14:40:17 | 🎈 BB REBOTE ⭐ | QCOM reventó la banda ABAJO y re-entró en 169.20. Elastico: rebote hacia la media 169.24 si imprime — chico y seguro. prob medida 69 por ciento (n=182). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 7% — usar ACCIONES o ETF apalancado
14:40:17 | 🎈 BB REBOTE ⭐ | SNDK reventó la banda ABAJO y re-entró en 1658.43. Elastico: rebote hacia la media 1662.09 si imprime — chico y seguro. prob medida 73 por ciento (n=194). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:40:20 | 🧱🚀 SPIKE PUTS MSFT | SPIKE de puts en MSFT EN EL MURO 380: 6 mil contratos, 16 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES OK (spread 4%)
14:41:17 | 🎈 BB REBOTE | AAPL reventó la banda ABAJO y re-entró en 320.08. Elastico: rebote hacia la media 320.22 si imprime — chico y seguro. prob medida 65 por ciento (n=196). OPCIONES OK (spread 1%)
14:41:17 | 🎈 BB REBOTE ⭐ | WDC reventó la banda ARRIBA y re-entró en 564.42. Elastico: reversion corta hacia la media 563.25 si imprime — chico y seguro. prob medida 72 por ciento (n=204). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:43:17 | 🎈 BB REBOTE | SPY reventó la banda ABAJO y re-entró en 736.81. Elastico: rebote hacia la media 737.22 si imprime — chico y seguro. prob medida 72 por ciento (n=213). OPCIONES OK (spread 0%)
14:43:17 | 🎈 BB REBOTE ⭐ | MSFT reventó la banda ABAJO y re-entró en 381.40. Elastico: rebote hacia la media 381.48 si imprime — chico y seguro. prob medida 70 por ciento (n=203). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES OK (spread 3%)
14:43:17 | 🎈 BB REBOTE | AMZN reventó la banda ABAJO y re-entró en 233.77. Elastico: rebote hacia la media 233.81 si imprime — chico y seguro. prob medida 68 por ciento (n=193). OPCIONES OK (spread 2%)
14:45:18 | 🎈 BB REBOTE | QQQ reventó la banda ABAJO y re-entró en 690.60. Elastico: rebote hacia la media 691.08 si imprime — chico y seguro. prob medida 70 por ciento (n=190). OPCIONES OK (spread 2%)
14:45:18 | 🎈 BB REBOTE | SMH reventó la banda ABAJO y re-entró en 576.51. Elastico: rebote hacia la media 577.32 si imprime — chico y seguro. prob medida 66 por ciento (n=188). OPCIONES VETADAS spread 13% — usar ACCIONES o ETF apalancado
14:45:18 | 🎈 BB REBOTE [VETO medido] | DRAM reventó la banda ABAJO y re-entró en 58.48. Elastico: rebote hacia la media 58.62 si imprime — chico y seguro. prob medida 61 por ciento (n=186). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido; VETO RSI2 extremo: impulso en curso, 53 por ciento] OPCIONES VETADAS spread 24% — usar ACCIONES o ETF apalancado
14:45:18 | 🎈 BB BAND-WALK [MUTED p<55] | SKHY camina la banda ABAJO tambien en 5 minutos (170.39). Continuacion probable — NO hacer fade. prob medida 30 por ciento (n=10). OPCIONES VETADAS spread 15% — usar ACCIONES o ETF apalancado
14:46:18 | 🎈 BB REBOTE ⭐ | MU reventó la banda ABAJO y re-entró en 990.31. Elastico: rebote hacia la media 992.51 si imprime — chico y seguro. prob medida 65 por ciento (n=202). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:46:28 | 🧱🚀 SPIKE PUTS MU | SPIKE de puts en MU EN EL MURO 990: 4 mil contratos, 4 veces su ritmo. Panico contra el piso — rebote al alza reforzado, probabilidad 80. OPCIONES s/d — default ACCIONES
14:49:18 | 🎈 BB REBOTE ⭐ | NFLX reventó la banda ARRIBA y re-entró en 69.09. Elastico: reversion corta hacia la media 69.04 si imprime — chico y seguro. prob medida 77 por ciento (n=202). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:51:19 | 🎈 BB REBOTE | MSFT reventó la banda ARRIBA y re-entró en 381.87. Elastico: reversion corta hacia la media 381.58 si imprime — chico y seguro. prob medida 70 por ciento (n=203). OPCIONES OK (spread 3%)
14:51:19 | 🎈 BB REBOTE | META reventó la banda ARRIBA y re-entró en 607.29. Elastico: reversion corta hacia la media 606.01 si imprime — chico y seguro. prob medida 74 por ciento (n=212). OPCIONES OK (spread 5%)
14:51:19 | 🎈 BB REBOTE | TSM reventó la banda ABAJO y re-entró en 414.60. Elastico: rebote hacia la media 415.18 si imprime — chico y seguro. prob medida 68 por ciento (n=203). OPCIONES VETADAS spread 7% — usar ACCIONES o ETF apalancado
14:56:19 | 🎈 BB REBOTE | ASML reventó la banda ABAJO y re-entró en 1791.81. Elastico: rebote hacia la media 1793.89 si imprime — chico y seguro. prob medida 68 por ciento (n=189). OPCIONES s/d (sin cadena fresca) — default ACCIONES
14:56:19 | 🎈 BB REBOTE ⭐ | AVGO reventó la banda ABAJO y re-entró en 389.72. Elastico: rebote hacia la media 390.14 si imprime — chico y seguro. prob medida 68 por ciento (n=197). [CELDA ESTRELLA tarde+squeeze, 85 por ciento medido] OPCIONES VETADAS spread 9% — usar ACCIONES o ETF apalancado
